scan_id,timestamp,actual_latitude,actual_longitude,raw_estimated_latitude,raw_estimated_longitude,estimated_latitude,estimated_longitude,matched_access_points,residual_rmse,snap_distance_m,error_m,method
scan_218,2026-04-08 13:15:04,48.89138198831951,8.700605686891688,48.89143261778137,8.700578037526961,48.891416854420356,8.700577869372749,5,19.23947778850133,1.754820507827596,4.382896372232831,precomputed_wifi_multilateration
scan_219,2026-04-08 13:15:12,48.89137330486397,8.700691223354507,48.89141212353638,8.700803351919319,48.89141581444406,8.700803391291728,18,10.34214882423241,0.41088194888403434,9.475942410547185,precomputed_wifi_multilateration
scan_220,2026-04-08 13:15:19,48.89137079817101,8.700770036395655,48.89141019170767,8.700527803243327,48.891417632105096,8.700528411425806,9,18.95149728772752,0.8294603431423593,18.43740381466532,precomputed_wifi_multilateration
scan_223,2026-04-08 13:15:25,48.89139961888933,8.70076054366346,48.89138752253616,8.700722530814222,48.89141618591568,8.700722836578018,4,2.602600990318645,3.1908858886129186,3.3193304044102283,precomputed_wifi_multilateration
scan_224,2026-04-08 13:15:34,48.89139357215738,8.700813566697208,48.89143288995179,8.70076289294546,48.89141600202969,8.700762712795095,6,3.6227637769851815,1.8800097263640256,4.482002819752833,precomputed_wifi_multilateration
scan_226,2026-04-08 13:15:43,48.89138095671722,8.700902611481208,48.891388377378064,8.700768497558277,48.891415973996196,8.700768791942505,11,10.934223314674242,3.072131089662587,10.541679861930271,precomputed_wifi_multilateration
scan_227,2026-04-08 13:15:49,48.89136206807266,8.700964203098406,48.89126294357124,8.700722731824566,48.89133368682986,8.70073324674301,16,30.40001073423642,7.9126554377736795,17.196792812510406,precomputed_wifi_multilateration
scan_231,2026-04-08 13:16:39,48.89157586587517,8.70089202059816,48.89148101163727,8.700687304925465,48.891532802467864,8.70069205623334,6,9.73967356992667,5.775833708536523,15.400755345743896,precomputed_wifi_multilateration
scan_232,2026-04-08 13:16:41,48.89159341695891,8.700891512509841,48.891498521641545,8.700818237910955,48.89152755940813,8.700821042794802,4,1.1641598911019109,3.2389966639528107,8.96381709039468,precomputed_wifi_multilateration
scan_234,2026-04-08 13:21:11,48.891347357384085,8.700908772171562,48.89130100719637,8.701192474640758,48.89128123004819,8.7012295890623,10,5.346846726484952,3.49660032149919,24.607966131410755,precomputed_wifi_multilateration
scan_235,2026-04-08 13:21:19,48.89135907992793,8.701005949847762,48.89133536414607,8.700974909649677,48.8913233,8.7008949,4,7.76023130872205,6.008063413537438,9.05138625631598,precomputed_wifi_multilateration
scan_236,2026-04-08 13:21:26,48.89138071160203,8.701044575656445,48.89132408844275,8.70119547273176,48.89129612511919,8.701247949605015,12,3.941933082737661,4.9439158884609125,17.613503311423344,precomputed_wifi_multilateration
scan_237,2026-04-08 13:21:35,48.89139212296492,8.701098426919684,48.891393312338096,8.700905033765945,48.89141534464411,8.70090526879343,7,17.21766853799854,2.4526966295934405,14.371947731382004,precomputed_wifi_multilateration
scan_238,2026-04-08 13:21:46,48.89141289902663,8.701192330557548,48.89135873200768,8.70115010560184,48.891414212869535,8.70115069743828,10,7.966656814117724,6.176281447482414,3.050701891107317,precomputed_wifi_multilateration
scan_240,2026-04-08 13:21:55,48.89137592136886,8.701258079587715,48.89140861692815,8.701198547993245,48.891413991946116,8.70119860533074,13,5.667048948444287,0.5983617163895872,6.075323319284895,precomputed_wifi_multilateration
scan_241,2026-04-08 13:22:00,48.89136657671654,8.701255230703266,48.89137233819776,8.701178447605594,48.891414082848364,8.701178892912479,7,6.500504474691679,4.647128801391038,7.693165069645766,precomputed_wifi_multilateration
scan_242,2026-04-08 13:22:07,48.89136680002006,8.701257144481579,48.89141483251717,8.70114248470891,48.8914142507705,8.701142478503181,3,0.8121680903193375,0.06476163196573881,9.916522975910281,precomputed_wifi_multilateration
scan_243,2026-04-08 13:22:14,48.891372359143226,8.701261963704354,48.891386170839766,8.700920405249919,48.89141527341194,8.700920715698755,3,19.298360342068893,3.239778016549107,25.42926390764519,precomputed_wifi_multilateration
scan_244,2026-04-08 13:22:22,48.89139897596304,8.701249146228088,48.89129255081748,8.70096675537668,48.89127086256415,8.700915174693469,3,31.83564729054809,4.481268416557174,28.30013461830545,precomputed_wifi_multilateration
scan_247,2026-04-08 13:22:36,48.89140320611991,8.701280453663207,48.89120752884815,8.70053850023175,48.89134216752109,8.700547955331201,3,8.490426927986874,15.003945190601376,54.04159193480119,precomputed_wifi_multilateration
scan_249,2026-04-08 13:22:51,48.8914056731127,8.701297251027107,48.89139088097284,8.701061258347208,48.89141462414278,8.701061511625161,3,5.121484294332112,2.643154686271269,17.282890694748172,precomputed_wifi_multilateration
scan_252,2026-04-08 13:23:15,48.89141475364461,8.701293886877147,48.891403627936505,8.70115588985236,48.89141418840565,8.701156002505156,6,9.609780351049157,1.17562033939849,10.092171362563887,precomputed_wifi_multilateration
scan_253,2026-04-08 13:23:20,48.891412697118696,8.701342825404682,48.89133123002326,8.701488495427668,48.891322858146424,8.701488394033715,7,5.164569276321821,0.9319868767092062,14.612792255084301,precomputed_wifi_multilateration
scan_254,2026-04-08 13:23:26,48.89140559404409,8.701377169494942,48.89144612878225,8.701313408543237,48.89144607097601,8.701283455040285,5,4.224271582528249,2.1923523114704726,8.206732503322497,precomputed_wifi_multilateration
scan_256,2026-04-08 13:23:33,48.89138886550364,8.701456315466855,48.891391860446994,8.701344805985997,48.89141358867013,8.701344815288786,19,6.685647815930444,2.4187858956624058,8.612458973550554,precomputed_wifi_multilateration
scan_257,2026-04-08 13:23:40,48.89137660440869,8.701443657386907,48.89135982321255,8.70136751444402,48.89132382576976,8.7013667868965,5,4.437329480781162,4.007589126195898,8.134762188104308,precomputed_wifi_multilateration
scan_259,2026-04-08 13:23:48,48.89144644468569,8.701387483343451,48.89142922534728,8.701488678020748,48.89141356204492,8.701488671314607,3,0.7932744932682178,1.743638888198014,8.261330895462883,precomputed_wifi_multilateration
scan_260,2026-04-08 13:23:55,48.89145031654221,8.701404217471746,48.89136149769584,8.701337322493067,48.891324089808705,8.701336566438915,5,10.786804428935756,4.164613653335418,14.898440087628328,precomputed_wifi_multilateration
scan_261,2026-04-08 13:24:00,48.89145577111527,8.701467916851918,48.89145334352538,8.701413601330502,48.891413575942195,8.701413584304268,5,5.453597622852844,4.426927535221915,6.154459595386561,precomputed_wifi_multilateration
