scan_id,timestamp,actual_latitude,actual_longitude,raw_estimated_latitude,raw_estimated_longitude,estimated_latitude,estimated_longitude,matched_access_points,residual_rmse,snap_distance_m,error_m,method,raw_actual_latitude,raw_actual_longitude,matched_actual_latitude,matched_actual_longitude,gps_snap_distance_m,gps_road_type,matched_estimated_latitude,matched_estimated_longitude,wifi_snap_distance_m,wifi_road_type,seen_calibrated_aps,median_router_rmse_m,good_router_count,usable_router_count,weak_router_count,gps_jump_m,wifi_jump_m,is_outlier,outlier_reason
scan_165,2026-04-08 13:10:39,48.89139094811302,8.69921925504942,48.891374520724554,8.699284086923495,48.89138167157736,8.69921696878062,4,61.5787132162731,4.976564731912992,1.0461338688048423,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89138361566166,8.699288077690733,48.89139094811302,8.69921925504942,5.102946134593171,pedestrian,48.89138167157736,8.69921696878062,4.976564731912992,pedestrian,17,17.336747751648268,0,10,7,6.749478890786582,11.430191665474526,True,high_rmse;weak_router_support
scan_167,2026-04-08 13:10:53,48.891459356310236,8.699305656985668,48.89141775477407,8.69945027897767,48.891430099999994,8.6994328,3,75.60646673042787,1.8775685587221869,9.859236991171937,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89143249963149,8.699299015231373,48.891459356310236,8.699305656985668,3.0289490302075537,pedestrian,48.891430099999994,8.6994328,1.8775685587221869,pedestrian,8,28.867942314161454,2,2,4,9.89863130707582,16.69160359976166,True,high_rmse;weak_router_support
scan_169,2026-04-08 13:11:00,48.8914590975666,8.699308077256163,48.89146648124739,8.699427189448546,48.8914447,8.6994364,3,45.24378410345447,2.5166586870332566,9.527905779279209,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89147471214108,8.699311938799372,48.8914590975666,8.699308077256163,1.761042395990749,pedestrian,48.8914447,8.6994364,2.5166586870332566,pedestrian,5,7.119796838856449,2,2,1,0.1794696894707225,1.646491977389427,True,high_rmse
scan_174,2026-04-08 13:11:21,48.89155697326928,8.699384308894459,48.89145891803375,8.699339351411783,48.89145583563723,8.699338589123649,3,50.55239652634623,0.3476387378198273,11.745410897895283,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.8915324894261,8.699375120538956,48.89155697326928,8.699384308894459,2.8072840932049115,pedestrian,48.89145583563723,8.699338589123649,0.3476387378198273,pedestrian,15,7.4625305830363455,1,5,9,1.56676369210329,0.7441397637150965,True,high_rmse
scan_175,2026-04-08 13:11:24,48.89155525370923,8.69939490839994,48.89149431153009,8.699348465298677,48.89145579804426,8.699338940765758,3,86.43758739235616,4.343626604678326,11.804917125869634,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89153370851013,8.699386822865728,48.89155525370923,8.69939490839994,2.470343165633239,pedestrian,48.89145579804426,8.699338940765758,4.343626604678326,pedestrian,7,3.4388782436246315,4,1,2,0.7990594266498451,0.026075227715862636,True,high_rmse
scan_178,2026-04-08 13:11:38,48.89155845778131,8.699375158243836,48.89144178501023,8.699744441970665,48.89149722967712,8.699764219117885,3,33.37348206742368,6.339569084940076,29.2802573583765,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89155149744726,8.69937254615229,48.89155845778131,8.699375158243836,0.7980624106125908,pedestrian,48.89149722967712,8.699764219117885,6.339569084940076,pedestrian,6,20.696207970080536,0,4,2,1.4888947623248807,31.466602643862938,True,weak_router_support
scan_184,2026-04-08 13:12:12,48.891556956874794,8.699384409951373,48.89145709792187,8.699777905958236,48.89149313695497,8.699790761106415,3,53.1381846384186,4.120719839661837,30.578158664971635,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.8915363107522,8.69937666182448,48.891556956874794,8.699384409951373,2.3672562767681775,pedestrian,48.89149313695497,8.699790761106415,4.120719839661837,pedestrian,4,19.289314385111446,1,2,1,0.6974536608240295,1.9953571933834129,True,high_rmse;weak_router_support
scan_186,2026-04-08 13:12:21,48.89154923801272,8.69943198963332,48.89151038996803,8.699577639104437,48.891525186119736,8.699582916905795,3,103.71891387123827,1.6917988498311747,11.366424940387066,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.891518330320295,8.69942039052243,48.89154923801272,8.69943198963332,3.543833912195345,pedestrian,48.891525186119736,8.699582916905795,1.6917988498311747,pedestrian,7,21.618256563137248,0,3,4,1.4285435877211943,7.20561256529915,True,high_rmse;weak_router_support
scan_189,2026-04-08 13:12:39,48.89152287083179,8.699597931935887,48.8915011951547,8.69950108476317,48.8915335,8.699529,4,73.61921345463948,4.1360569415441875,5.182119710624437,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89151386586865,8.699594719856842,48.89152287083179,8.699597931935887,1.029631661584795,pedestrian,48.8915335,8.699529,4.1360569415441875,pedestrian,12,2.6926830594923357,3,5,4,9.55964136927823,0.0,True,high_rmse
scan_191,2026-04-08 13:12:46,48.89151190548149,8.699669044068923,48.89149806522148,8.699604479053262,48.891520620671464,8.699612524602363,5,60.18312977977457,2.579000626410655,4.248984143563455,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89152441948977,8.699673507828392,48.89151190548149,8.699669044068923,1.4308575054856647,pedestrian,48.891520620671464,8.699612524602363,2.579000626410655,pedestrian,14,12.959745071756256,2,4,8,5.346021692880916,6.279157088833945,True,high_rmse
